mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller	ILMN_cov	ONT_cov	UG_cov	Fbeta_1	Fbeta_recall_1.5	Fbeta_recall_2.00	Fbeta_recall_4.00	Fbeta_precision_1.5	Fbeta_precision_2.0	Fbeta_precision_4.0	Youdens_J_Index	MCC
Ods5xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods5xIds20x_HG006_sup-PAY77227_0	3088286401	3088065071	898	220432	214362	0.6719217709	0.99594271	0.9999305885	0.4930196829	0.5069803171	0.5069803171	HG006	hg38	-1	-2	ont	sentdhio	20	5	0	0.6719217709	0.7177538673	0.8348975922	0.8996314184	0.6316658425	0.562181396	0.5356813388	0.9958732985	0.7105546222
Ods5xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods5xIds9x_HG006_sup-PAY77227_0	3088286401	3088063844	5247	217310	207197	0.6716800811	0.9764240172	0.9999329084	0.4880885356	0.5119114644	0.5119114644	HG006	hg38	-1	-2	ont	sentdhio	9	5	0	0.6716800811	0.7155096907	0.8264403093	0.8870747397	0.6329818083	0.5657390847	0.5399436648	0.9763569256	0.706970045
I15x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I15x_HG006_grapev2_0	3088286401	3088064531	2661	219209	211690	0.6716280951	0.9880064903	0.9999314537	0.4912752176	0.5087247824	0.5087247824	HG006	hg38	-1	-2	sent	sentd	15	0	0	0.6716280951	0.7166705489	0.8313580541	0.8944659243	0.6319858613	0.5633842997	0.5371619292	0.987937944	0.7089341748
Ods5xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods5xIds30x_HG006_sup-PAY77227_0	3088286401	3088065259	634	220508	215030	0.6715843333	0.9971330638	0.9999303723	0.4937112261	0.5062887739	0.5062887739	HG006	hg38	-1	-2	ont	sentdhio	30	5	0	0.6715843333	0.7175654904	0.8351905074	0.9002522266	0.6312156678	0.5615766156	0.5350309237	0.9970634361	0.7104940674
I20x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I20x_HG006_grapev2_0	3088286401	3088064925	1619	219857	214561	0.6704040592	0.9926899529	0.9999305241	0.4939044883	0.5060955117	0.5060955117	HG006	hg38	-1	-2	sent	sentd	20	0	0	0.6704040592	0.7160302827	0.8325885655	0.8969623657	0.6303181952	0.5611036022	0.5346985566	0.992620477	0.7087737635
I9x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I9x_HG006_grapev2_0	3088286401	3088063136	9677	213588	201205	0.6694939958	0.9566568876	0.9999348485	0.4850732775	0.5149267225	0.5149267225	HG006	hg38	-1	-2	sent	sentd	9	0	0	0.6694939958	0.7114066843	0.8165596592	0.8734817205	0.6323140558	0.5673177907	0.5422511503	0.9565917361	0.7018344889
I30x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I30x_HG006_grapev2_0	3088286401	3088065176	1155	220070	216378	0.6692383601	0.9947790711	0.9999299358	0.4957704011	0.5042295989	0.5042295989	HG006	hg38	-1	-2	sent	sentd	30	0	0	0.6692383601	0.7151735566	0.8327480724	0.8978233165	0.6289221855	0.5594003509	0.5329082246	0.9947090069	0.7082099629
Ods20xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods20xIds9x_HG006_sup-PAY77227_0	3088286401	3088065412	612	220377	217593	0.668864072	0.9972306314	0.9999295424	0.4968217001	0.5031782999	0.5031782999	HG006	hg38	-1	-2	ont	sentdhio	9	20	0	0.668864072	0.7150779213	0.8335451455	0.8992256867	0.628335733	0.5585190907	0.5319382622	0.9971601738	0.7083425466
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds15x_HG006_sup-PAY77227_0	3088286401	3088064800	1308	220293	217040	0.6686344915	0.9940974996	0.9999297214	0.4962808661	0.5037191339	0.5037191339	HG006	hg38	-1	-2	ont	sentdhio	15	10	0	0.6686344915	0.7145501514	0.8320874917	0.8971500933	0.628337784	0.5588546135	0.5323789176	0.994027221	0.7076087265
Ods10xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds9x_HG006_sup-PAY77227_0	3088286401	3088063832	4434	218135	211976	0.6684286327	0.9800780881	0.9999313611	0.4928402203	0.5071597797	0.5071597797	HG006	hg38	-1	-2	ont	sentdhio	9	10	0	0.6684286327	0.712922863	0.8260267634	0.8881485328	0.629234424	0.5613318079	0.5353509952	0.9800094492	0.704996432
Ods5xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods5xUds15x_HG006_sup-PAY77227_0	3088286401	3088064193	71438	150770	78169	0.6683852492	0.6785084245	0.9999746874	0.3414402963	0.6585597037	0.6585597037	HG006	hg38	-1	-2	ont	sentdhuo	0	5	15	0.6683852492	0.6703482363	0.6744225785	0.6762346596	0.6664375373	0.6624550513	0.6606795306	0.6784831119	0.6684354432
Ods10xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds30x_HG006_sup-PAY77227_0	3088286401	3088065267	507	220627	218794	0.6680049352	0.9977072725	0.9999291535	0.4979143009	0.5020856991	0.5020856991	HG006	hg38	-1	-2	ont	sentdhio	30	10	0	0.6680049352	0.7143365256	0.8332105952	0.8991818888	0.6273922442	0.5574716826	0.530865046	0.9976364261	0.7077420566
Ods10xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods10xIds20x_HG006_sup-PAY77227_0	3088286401	3088065080	778	220543	218529	0.6679144085	0.9964847439	0.9999292393	0.4977065265	0.5022934735	0.5022934735	HG006	hg38	-1	-2	ont	sentdhio	20	10	0	0.6679144085	0.7141302187	0.8326424315	0.8983727018	0.627391548	0.5576001121	0.5310341233	0.9964139832	0.7074545849
Ods30xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods30xIds9x_HG006_sup-PAY77227_0	3088286401	3088065406	606	220389	218820	0.6676390934	0.9972578565	0.9999291451	0.4982138344	0.5017861656	0.5017861656	HG006	hg38	-1	-2	ont	sentdhio	9	30	0	0.6676390934	0.7139550674	0.8327948615	0.8987507297	0.6270411322	0.5571482093	0.5305528473	0.9971870016	0.7073715051
Ods15xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods15xIds9x_HG006_sup-PAY77227_0	3088286401	3088063823	4209	218369	213991	0.6668386931	0.9810897753	0.9999307086	0.4949370895	0.5050629105	0.5050629105	HG006	hg38	-1	-2	ont	sentdhio	9	15	0	0.6668386931	0.7115732465	0.8254843226	0.88816958	0.6274688284	0.5593416659	0.533301655	0.9810204839	0.7039003649
Ods15xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods15xIds15x_HG006_sup-PAY77227_0	3088286401	3088064772	1184	220445	219117	0.6668118592	0.9946577388	0.9999290489	0.4984894054	0.5015105946	0.5015105946	HG006	hg38	-1	-2	ont	sentdhio	15	15	0	0.6668118592	0.7129330231	0.8311916795	0.8967745887	0.626370032	0.5567138767	0.5301979588	0.9945867878	0.706254508
Ods15xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods15xIds30x_HG006_sup-PAY77227_0	3088286401	3088065261	486	220654	220548	0.6662841855	0.9978022972	0.9999285856	0.4998798736	0.5001201264	0.5001201264	HG006	hg38	-1	-2	ont	sentdhio	30	15	0	0.6662841855	0.7127639535	0.8321780229	0.8985484224	0.6255702942	0.5555382115	0.5289099539	0.9977308828	0.706388801
Ods15xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods15xIds20x_HG006_sup-PAY77227_0	3088286401	3088065052	713	220636	220428	0.6661584238	0.9967788425	0.9999286245	0.4997642066	0.5002357934	0.5002357934	HG006	hg38	-1	-2	ont	sentdhio	20	15	0	0.6661584238	0.71254572	0.8316722706	0.8978517982	0.6255165785	0.5555888508	0.5289937747	0.9967074669	0.706108009
Ods20xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods20xIds15x_HG006_sup-PAY77227_0	3088286401	3088064743	1167	220491	220061	0.6659247067	0.9947351325	0.9999287433	0.4995119759	0.5004880241	0.5004880241	HG006	hg38	-1	-2	ont	sentdhio	15	20	0	0.6659247067	0.7121255785	0.8306723107	0.8964669418	0.6254280463	0.5557104159	0.5291820527	0.9946638758	0.7055614658
Ods20xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods20xIds20x_HG006_sup-PAY77227_0	3088286401	3088065040	695	220666	221524	0.6651063746	0.9968603322	0.9999282696	0.5009701712	0.4990298288	0.4990298288	HG006	hg38	-1	-2	ont	sentdhio	20	20	0	0.6651063746	0.7115862332	0.8310498225	0.8974784411	0.6244012318	0.554403476	0.5277946663	0.9967886018	0.7052850636
Ods20xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods20xIds30x_HG006_sup-PAY77227_0	3088286401	3088065242	470	220689	221823	0.6650554266	0.9978748321	0.9999281728	0.5012813212	0.4987186788	0.4987186788	HG006	hg38	-1	-2	ont	sentdhio	30	20	0	0.6650554266	0.7116407187	0.8314408039	0.89809737	0.6242696684	0.5541588594	0.5275155543	0.9978030049	0.7054238757
Ods30xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods30xIds15x_HG006_sup-PAY77227_0	3088286401	3088064682	1164	220555	221279	0.6647698074	0.9947501116	0.9999283489	0.5008193122	0.4991806878	0.4991806878	HG006	hg38	-1	-2	ont	sentdhio	15	30	0	0.6647698074	0.7110653297	0.8299591333	0.8960111869	0.6242088955	0.5544215721	0.527880277	0.9946784606	0.7046445225
Ods30xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods30xIds20x_HG006_sup-PAY77227_0	3088286401	3088064985	688	220728	222394	0.6643051263	0.9968927268	0.9999279879	0.5018798435	0.4981201565	0.4981201565	HG006	hg38	-1	-2	ont	sentdhio	20	30	0	0.6643051263	0.710852202	0.8305626339	0.8971746956	0.6235543687	0.5535070896	0.5268890422	0.9968207147	0.7046532966
Ods30xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods30xIds30x_HG006_sup-PAY77227_0	3088286401	3088065202	454	220745	222859	0.6640914677	0.9979475495	0.9999278374	0.5023827558	0.4976172442	0.4976172442	HG006	hg38	-1	-2	ont	sentdhio	30	30	0	0.6640914677	0.7107606756	0.8308679615	0.8977525041	0.6232485652	0.5530751172	0.5264198015	0.9978753869	0.7046700316
I7x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I7x_HG006_grapev2_0	3088286401	3088062196	17800	206405	193065	0.6618992264	0.9206083718	0.9999374841	0.4833028763	0.5166971237	0.5166971237	HG006	hg38	-1	-2	sent	sentd	7	0	0	0.6618992264	0.7005380648	0.7961374384	0.8471037353	0.6273641596	0.5663978354	0.5426810907	0.9205458559	0.6896652013
Ods15xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods15xUds15x_HG006_sup-PAY77227_0	3088286401	3088062338	67665	156398	93592	0.6598333942	0.6980090421	0.9999696932	0.3743829753	0.6256170247	0.6256170247	HG006	hg38	-1	-2	ont	sentdhuo	0	15	15	0.6598333942	0.6669932165	0.6822206829	0.6891573007	0.6528392376	0.6388687141	0.6327789768	0.6979787353	0.6607965542
Ods5xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods5xIds5x_HG006_sup-PAY77227_0	3088286401	3088062035	18110	206256	194938	0.6594283522	0.9192836704	0.9999368777	0.4858946046	0.5141053954	0.5141053954	HG006	hg38	-1	-2	ont	sentdhio	5	5	0	0.6594283522	0.6981625037	0.7941120757	0.8453317582	0.6248305846	0.5638053251	0.540083487	0.9192205481	0.68743789
Ods15xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods15xIds5x_HG006_sup-PAY77227_0	3088286401	3088062112	14770	209519	202405	0.6586441962	0.9341474615	0.99993446	0.491364912	0.508635088	0.508635088	HG006	hg38	-1	-2	ont	sentdhio	5	15	0	0.6586441962	0.6991123854	0.8002528493	0.854772312	0.6226714182	0.5596171978	0.5352421423	0.9340819215	0.6892767026
Ods20xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods20xIds5x_HG006_sup-PAY77227_0	3088286401	3088062048	14551	209802	204169	0.6573526924	0.9351423872	0.9999338888	0.4931963833	0.5068036167	0.5068036167	HG006	hg38	-1	-2	ont	sentdhio	5	20	0	0.6573526924	0.6980514631	0.7999264898	0.8549359047	0.6212052763	0.5579137098	0.5334703404	0.935076276	0.688400779
Ods30xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_50	DEL_50	Ods30xIds5x_HG006_sup-PAY77227_0	3088286401	3088062027	14513	209861	206008	0.6555667145	0.9353178176	0.9999332934	0.4953675316	0.5046324684	0.5046324684	HG006	hg38	-1	-2	ont	sentdhio	5	30	0	0.6555667145	0.6964512217	0.7989439341	0.8543778335	0.6192834932	0.5558201128	0.5313328389	0.9352511109	0.6869888509
Uds10x_HG006_408622-Z0116_0-ug-sentdug-DEL_50	DEL_50	Uds10x_HG006_408622-Z0116_0	3088286401	3088062144	70348	153909	91426	0.6555009455	0.686306336	0.9999703946	0.3726577944	0.6273422056	0.6273422056	HG006	hg38	-1	-2	ug	sentdug	0	0	10	0.6555009455	0.6613270796	0.6736431415	0.6792199944	0.6497876864	0.6383103143	0.6332798653	0.6862767306	0.6561362087
Ods5xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods5xUds10x_HG006_sup-PAY77227_0	3088286401	3088063778	79648	142975	73462	0.6512777297	0.6422292396	0.9999762115	0.3394151647	0.6605848353	0.6605848353	HG006	hg38	-1	-2	ont	sentdhuo	0	5	10	0.6512777297	0.649481721	0.6458182955	0.6442162484	0.6530801508	0.6568302537	0.6585308173	0.6422054511	0.651317602
Ods10xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods10xUds5x_HG006_sup-PAY77227_0	3088286401	3088062468	76680	147253	83652	0.6474964713	0.65757615	0.9999729119	0.3622788593	0.6377211407	0.6377211407	HG006	hg38	-1	-2	ont	sentdhuo	0	10	5	0.6474964713	0.6494503701	0.6535068527	0.6553114262	0.6455580878	0.6415956387	0.639829468	0.6575490619	0.6475466088
I5x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I5x_HG006_grapev2_0	3088286401	3088060796	35486	190119	178308	0.6400968298	0.8427073868	0.9999422622	0.4839710445	0.5160289555	0.5160289555	HG006	hg38	-1	-2	sent	sentd	5	0	0	0.6400968298	0.6717983176	0.7480011363	0.7873777569	0.6113064128	0.5593995927	0.5388239938	0.842649649	0.6594102935
Ods30x_HG006_sup-PAY77227_0-ont-sentdont-DEL_50	DEL_50	Ods30x_HG006_sup-PAY77227_0	3088286401	3088071239	30987	184175	177527	0.6385387197	0.8559829338	0.9999425153	0.4908101144	0.5091898856	0.5091898856	HG006	hg38	-1	-2	ont	sentdont	0	30	0	0.6385387197	0.6720458404	0.753364421	0.7958193957	0.6082707416	0.5540864155	0.532744386	0.8559254491	0.6601666402
Ods20x_HG006_sup-PAY77227_0-ont-sentdont-DEL_50	DEL_50	Ods20x_HG006_sup-PAY77227_0	3088286401	3088068722	36186	181493	175231	0.6319361145	0.8337643962	0.9999432587	0.4912229062	0.5087770938	0.5087770938	HG006	hg38	-1	-2	ont	sentdont	0	20	0	0.6319361145	0.6634576486	0.73931516	0.7785617211	0.6033275814	0.5517930164	0.5313807451	0.8337076549	0.6512768908
Ods15x_HG006_sup-PAY77227_0-ont-sentdont-DEL_50	DEL_50	Ods15x_HG006_sup-PAY77227_0	3088286401	3088066552	42089	177760	172301	0.6238177958	0.8085549627	0.9999442074	0.4922027875	0.5077972125	0.5077972125	HG006	hg38	-1	-2	ont	sentdont	0	15	0	0.6238177958	0.6531053733	0.7229207691	0.7586766809	0.5970944106	0.548610481	0.5292826745	0.8084991701	0.6407359874
Ods5xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods5xUds5x_HG006_sup-PAY77227_0	3088286401	3088062541	95813	128047	66827	0.6115911295	0.5719958903	0.99997836	0.3429241459	0.6570758541	0.6570758541	HG006	hg38	-1	-2	ont	sentdhuo	0	5	5	0.6115911295	0.6033931672	0.5872024022	0.5803369308	0.6199981908	0.638093558	0.6465802709	0.5719742503	0.6130356621
Ods10x_HG006_sup-PAY77227_0-ont-sentdont-DEL_50	DEL_50	Ods10x_HG006_sup-PAY77227_0	3088286401	3088063697	54772	167932	163912	0.6056536134	0.7540591997	0.9999469236	0.493942937	0.506057063	0.506057063	HG006	hg38	-1	-2	ont	sentdont	0	10	0	0.6056536134	0.6299887077	0.6867485646	0.7151560314	0.5831711163	0.5416881709	0.5248967463	0.7540061233	0.6177028014
I3x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I3x_HG006_grapev2_0	3088286401	3088059159	74905	152337	148961	0.5764445454	0.6703734345	0.9999517646	0.4943975732	0.5056024268	0.5056024268	HG006	hg38	-1	-2	sent	sentd	3	0	0	0.5764445454	0.5927452329	0.6293533818	0.6469697697	0.561045831	0.5317417766	0.5195382052	0.6703251991	0.5821527189
Uds5x_HG006_408622-Z0116_0-ug-sentdug-DEL_50	DEL_50	Uds5x_HG006_408622-Z0116_0	3088286401	3088060973	109382	116046	66955	0.5682554373	0.5147807726	0.9999783186	0.3658723176	0.6341276824	0.6341276824	HG006	hg38	-1	-2	ug	sentdug	0	0	5	0.5682554373	0.5569011641	0.5349156874	0.5257646088	0.5800586822	0.6060273732	0.6184794996	0.5147590912	0.5713184373
Ods5x_HG006_sup-PAY77227_0-ont-sentdont-DEL_50	DEL_50	Ods5x_HG006_sup-PAY77227_0	3088286401	3088061527	92069	132805	133201	0.541089472	0.5905751665	0.9999568677	0.5007443441	0.4992556559	0.4992556559	HG006	hg38	-1	-2	ont	sentdont	0	5	0	0.541089472	0.5501370184	0.5697330421	0.5788230886	0.532351578	0.5151881685	0.5078250929	0.5905320342	0.5429630302
I1-5x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I1-5x_HG006_grapev2_0	3088286401	3088059296	133276	93829	101457	0.4442755646	0.4131525065	0.9999671465	0.5195303299	0.4804696701	0.4804696701	HG006	hg38	-1	-2	sent	sentd	1.5	0	0	0.4442755646	0.4378025642	0.4250633774	0.4196793877	0.4509295882	0.4653066852	0.4720755218	0.413119653	0.4455037986
I1x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I1x_HG006_grapev2_0	3088286401	3088060233	160670	65498	75771	0.3565128172	0.2895988822	0.9999754638	0.5363597109	0.4636402891	0.4636402891	HG006	hg38	-1	-2	sent	sentd	1	0	0	0.3565128172	0.3410464375	0.3131056149	0.3021904675	0.3734138744	0.413892554	0.4351039369	0.2895743461	0.3663922324
I0-5x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I0-5x_HG006_grapev2_0	3088286401	3088062263	191842	32296	42015	0.216425587	0.1440898018	0.9999863946	0.565394087	0.434605913	0.434605913	HG006	hg38	-1	-2	sent	sentd	0.5	0	0	0.216425587	0.1970135335	0.1663262479	0.1556381217	0.2400297594	0.3097153335	0.3562248825	0.1440761964	0.2502147415
I0-1x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I0-1x_HG006_grapev2_0	3088286401	3088064866	215539	5996	8906	0.05071964202	0.02706570068	0.999997116	0.597637901	0.402362099	0.402362099	HG006	hg38	-1	-2	sent	sentd	0.1	0	0	0.05071964202	0.04329351241	0.03327258885	0.03019157357	0.06119601982	0.1066361247	0.1600976212	0.02706281668	0.1043415686
Ods10x_HG006_sup-PAY77227_0-ont-sentdont-DEL_gt50	DEL_gt50	Ods10x_HG006_sup-PAY77227_0	3088286401	3088286362	37	2	520	0.007130124777	0.05128205128	0.9999998316	0.9961685824	0.003831417625	0.003831417625	HG006	hg38	-1	-2	ont	sentdont	0	10	0	0.007130124777	0.008579985505	0.01474926254	0.02159508914	0.006101160184	0.004701457452	0.00426176137	0.0512818829	0.01401719286
Uds10x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds10x_HG006_408622-Z0116_0	3088286401	3088286363	34	4	1106	0.006968641115	0.1052631579	0.9999996419	0.9963963964	0.003603603604	0.003603603604	HG006	hg38	-1	-2	ug	sentdug	0	0	10	0.006968641115	0.008532443103	0.01584786054	0.02547877163	0.005891059778	0.004466279589	0.004028152209	0.1052627998	0.01947624824
I30x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I30x_HG006_grapev2_0	3088286401	3088286363	32	6	1739	0.00673022995	0.1578947368	0.9999994369	0.9965616046	0.003438395415	0.003438395415	HG006	hg38	-1	-2	sent	sentd	30	0	0	0.00673022995	0.008287487861	0.01581444386	0.02637602715	0.005667387647	0.004274722143	0.003849330297	0.1578941737	0.02330023534
Ods15x_HG006_sup-PAY77227_0-ont-sentdont-DEL_gt50	DEL_gt50	Ods15x_HG006_sup-PAY77227_0	3088286401	3088286362	37	2	583	0.00641025641	0.05128205128	0.9999998112	0.9965811966	0.003418803419	0.003418803419	HG006	hg38	-1	-2	ont	sentdont	0	15	0	0.00641025641	0.007739395964	0.01349527665	0.02007896387	0.005472301789	0.004203446826	0.003806520256	0.0512818625	0.01324092113
Uds15x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds15x_HG006_408622-Z0116_0	3088286401	3088286362	35	4	1268	0.006102212052	0.1025641026	0.9999995894	0.9968553459	0.003144654088	0.003144654088	HG006	hg38	-1	-2	ug	sentdug	0	0	15	0.006102212052	0.007483641939	0.01400560224	0.02274476344	0.005152887376	0.003900916715	0.003516665981	0.102563692	0.01795901364
Uds20x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds20x_HG006_408622-Z0116_0	3088286401	3088286362	35	4	1375	0.005641748942	0.1025641026	0.9999995548	0.9970993474	0.002900652647	0.002900652647	HG006	hg38	-1	-2	ug	sentdug	0	0	20	0.005641748942	0.006926423314	0.01302931596	0.02130585733	0.004760523521	0.003600360036	0.003244741297	0.1025636573	0.01724819938
Uds30x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds30x_HG006_408622-Z0116_0	3088286401	3088286362	35	4	1375	0.005641748942	0.1025641026	0.9999995548	0.9970993474	0.002900652647	0.002900652647	HG006	hg38	-1	-2	ug	sentdug	0	0	30	0.005641748942	0.006926423314	0.01302931596	0.02130585733	0.004760523521	0.003600360036	0.003244741297	0.1025636573	0.01724819938
Ods5xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods5xIds30x_HG006_sup-PAY77227_0	3088286401	3088286363	30	8	2890	0.005449591281	0.2105263158	0.9999990642	0.9972394755	0.0027605245	0.0027605245	HG006	hg38	-1	-2	ont	sentdhio	30	5	0	0.005449591281	0.006737790192	0.0131147541	0.02250580529	0.004576352212	0.003439380911	0.003093719371	0.21052538	0.02410722763
Ods20x_HG006_sup-PAY77227_0-ont-sentdont-DEL_gt50	DEL_gt50	Ods20x_HG006_sup-PAY77227_0	3088286401	3088286362	37	2	698	0.005412719892	0.05128205128	0.999999774	0.9971428571	0.002857142857	0.002857142857	HG006	hg38	-1	-2	ont	sentdont	0	20	0	0.005412719892	0.006565286929	0.01168224299	0.01779804575	0.004605744016	0.003522367031	0.003185402485	0.05128182527	0.0121044986
Ods15xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods15xIds30x_HG006_sup-PAY77227_0	3088286401	3088286363	29	9	3409	0.005208333333	0.2368421053	0.9999988962	0.9973668812	0.002633118783	0.002633118783	HG006	hg38	-1	-2	ont	sentdhio	30	15	0	0.005208333333	0.006445594595	0.01260504202	0.02178203474	0.00437095287	0.003282275711	0.002951655951	0.2368410014	0.02497255024
Ods20xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods20xIds9x_HG006_sup-PAY77227_0	3088286401	3088286362	31	8	3045	0.005174644243	0.2051282051	0.999999014	0.9973796266	0.002620373403	0.002620373403	HG006	hg38	-1	-2	ont	sentdhio	9	20	0	0.005174644243	0.006398873486	0.01246494235	0.02141568102	0.00434499138	0.003265039589	0.002936773523	0.2051272191	0.02318421554
Uds40x_HG006_408622-Z0116_0-ug-sentdug-DEL_gt50	DEL_gt50	Uds40x_HG006_408622-Z0116_0	3088286401	3088286363	34	4	1518	0.005128205128	0.1052631579	0.9999995085	0.9973718791	0.002628120894	0.002628120894	HG006	hg38	-1	-2	ug	sentdug	0	0	40	0.005128205128	0.00630549681	0.0119474313	0.01973106624	0.004322700276	0.003264773098	0.00294107051	0.1052626664	0.01663255404
I9x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I9x_HG006_grapev2_0	3088286401	3088286361	36	4	1527	0.005092297899	0.1	0.9999995056	0.9973873285	0.002612671457	0.002612671457	HG006	hg38	-1	-2	sent	sentd	9	0	0	0.005092297899	0.006258016166	0.01182732111	0.0194644358	0.004293996518	0.003244646334	0.002923367407	0.09999950555	0.01616368424
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	3088286401	3088286362	32	7	2747	0.005012531328	0.1794871795	0.9999991105	0.9974582426	0.002541757444	0.002541757444	HG006	hg38	-1	-2	ont	sentdhuo	0	10	10	0.005012531328	0.006194347493	0.01202749141	0.02056593658	0.00421074046	0.003165988241	0.002848181849	0.17948629	0.02135904384
Ods30x_HG006_sup-PAY77227_0-ont-sentdont-DEL_gt50	DEL_gt50	Ods30x_HG006_sup-PAY77227_0	3088286401	3088286362	37	2	767	0.00495049505	0.05128205128	0.9999997516	0.9973992198	0.002600780234	0.002600780234	HG006	hg38	-1	-2	ont	sentdont	0	30	0	0.00495049505	0.006017549655	0.01081081081	0.01666236493	0.004206112595	0.003210272873	0.002901350841	0.05128180292	0.01154868326
Ods10xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-DEL_gt50	DEL_gt50	Ods10xIds30x_HG006_sup-PAY77227_0	3088286401	3088286363	30	8	3255	0.004847016056	0.2105263158	0.999998946	0.9975482685	0.002451731535	0.002451731535	HG006	hg38	-1	-2	ont	sentdhio	30	10	0	0.004847016056	0.005996940799	0.01171303075	0.02020307466	0.004068417728	0.003055767762	0.002748148137	0.2105252618	0.02271892115
I12x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I12x_HG006_grapev2_0	3088286401	3088286361	36	4	1623	0.004799040192	0.1	0.9999994745	0.9975414874	0.0024585126	0.0024585126	HG006	hg38	-1	-2	sent	sentd	12	0	0	0.004799040192	0.005901801088	0.0111919418	0.0185048856	0.004044752512	0.003054367746	0.002751394081	0.09999947447	0.01567956639
